Wavelength (micron)  (Rp/Rs)^2  sqrt((Rp/Rs)^2)
5.000168e+01 2.227686e-02 3.333446e-03
4.999835e+01 2.226223e-02 3.333112e-03
4.999502e+01 2.094089e-02 3.332890e-03
4.999168e+01 2.066494e-02 3.332668e-03
4.998835e+01 2.074281e-02 3.332446e-03
4.998502e+01 2.069092e-02 3.332224e-03
4.998169e+01 2.132511e-02 3.332001e-03
4.997836e+01 2.183051e-02 3.331779e-03
4.997502e+01 2.120924e-02 3.331557e-03
4.997169e+01 2.069025e-02 3.331335e-03
4.996836e+01 2.067110e-02 3.331113e-03
4.996503e+01 2.074535e-02 3.330891e-03
4.996170e+01 2.064531e-02 3.330669e-03
4.995837e+01 2.092280e-02 3.330447e-03
4.995504e+01 2.091354e-02 3.330225e-03
4.995171e+01 2.075103e-02 3.330003e-03
4.994838e+01 2.087183e-02 3.329781e-03
4.994505e+01 2.131252e-02 3.329559e-03
4.994172e+01 2.165071e-02 3.329337e-03
4.993839e+01 2.233607e-02 3.329115e-03
4.993506e+01 2.233607e-02 3.328893e-03
4.993173e+01 2.233607e-02 3.328671e-03
4.992840e+01 2.190727e-02 3.328449e-03
4.992507e+01 2.129481e-02 3.328227e-03
4.992175e+01 2.111228e-02 3.328006e-03
4.991842e+01 2.102294e-02 3.327784e-03
4.991509e+01 2.117499e-02 3.327562e-03
4.991176e+01 2.156163e-02 3.327340e-03
4.990844e+01 2.167448e-02 3.327118e-03
4.990511e+01 2.117976e-02 3.326896e-03
4.990178e+01 2.099172e-02 3.326675e-03
4.989846e+01 2.111154e-02 3.326453e-03
4.989513e+01 2.119642e-02 3.326231e-03
4.989180e+01 2.232216e-02 3.326009e-03
4.988848e+01 2.233607e-02 3.325788e-03
4.988515e+01 2.233607e-02 3.325566e-03
4.988183e+01 2.158661e-02 3.325344e-03
4.987850e+01 2.077022e-02 3.325123e-03
4.987518e+01 2.074379e-02 3.324901e-03
4.987185e+01 2.075886e-02 3.324679e-03
4.986853e+01 2.096399e-02 3.324458e-03
4.986520e+01 2.130189e-02 3.324236e-03
4.986188e+01 2.158215e-02 3.324014e-03
4.985855e+01 2.130324e-02 3.323793e-03
4.985523e+01 2.087875e-02 3.323571e-03
4.985191e+01 2.066798e-02 3.323350e-03
4.984858e+01 2.064661e-02 3.323128e-03
4.984526e+01 2.070407e-02 3.322907e-03
4.984194e+01 2.068001e-02 3.322685e-03
4.983862e+01 2.067307e-02 3.322464e-03
4.983529e+01 2.134449e-02 3.322242e-03
4.983197e+01 2.170061e-02 3.322021e-03
4.982865e+01 2.149777e-02 3.321799e-03
4.982533e+01 2.229997e-02 3.321578e-03
4.982201e+01 2.233607e-02 3.321356e-03
4.981869e+01 2.233607e-02 3.321135e-03
4.981536e+01 2.233607e-02 3.320914e-03
4.981204e+01 2.191222e-02 3.320692e-03
4.980872e+01 2.130348e-02 3.320471e-03
4.980540e+01 2.094110e-02 3.320249e-03
4.980208e+01 2.070325e-02 3.320028e-03
