1.000000000000000000e+01 7.549935363194534149e-03 8.689036404109798384e-02
9.971877349033691829e+00 7.549931455944022297e-03 8.689034155729866149e-02
9.943833786417124898e+00 7.550428078853611662e-03 8.689319926699448637e-02
9.915869089732884945e+00 7.551234046541312021e-03 8.689783683464917530e-02
9.887983037189068014e+00 7.553152421540950193e-03 8.690887423929129219e-02
9.860175407617507659e+00 7.549385139911432736e-03 8.688719779064942028e-02
9.832445980472007463e+00 7.548414006549756215e-03 8.688160913881462499e-02
9.804794535826621527e+00 7.548107756363931636e-03 8.687984666402175093e-02
9.777220854373879888e+00 7.550743824771277701e-03 8.689501611008124127e-02
9.749724717423072562e+00 7.550277889318298026e-03 8.689233504353705007e-02
9.722305906898508709e+00 7.553172809231342884e-03 8.690899153270242872e-02
9.694964205337770480e+00 7.552367505257530193e-03 8.690435837895318927e-02
9.667699395890018366e+00 7.551665909782141924e-03 8.690032168975062032e-02
9.640511262314237939e+00 7.553429039431649311e-03 8.691046564960774878e-02
9.613399588977554089e+00 7.553713024688556849e-03 8.691209941480275425e-02
9.586364160853511507e+00 7.552120562286950348e-03 8.690293759296603693e-02
9.559404763520349846e+00 7.550769532661168355e-03 8.689516403495173291e-02
9.532521183159339273e+00 7.550306509897238699e-03 8.689249973327524412e-02
9.505713206553046746e+00 7.555220310379145640e-03 8.692077030479622435e-02
9.478980621083673341e+00 7.554644647670913545e-03 8.691745881968084009e-02
9.452323214731366718e+00 7.556363709449427993e-03 8.692734730480061733e-02
9.425740776072501603e+00 7.553795429568029886e-03 8.691257348374877012e-02
9.399233094278066858e+00 7.556832387885171337e-03 8.693004306846495444e-02
9.372799959111931756e+00 7.553038644978556440e-03 8.690821966292115730e-02
9.346441160929217062e+00 7.553710960718947910e-03 8.691208754091082900e-02
9.320156490674627037e+00 7.555579640713493313e-03 8.692283727947157368e-02
9.293945739880765444e+00 7.557396300815702288e-03 8.693328649496522009e-02
9.267808700666522626e+00 7.556629387730326615e-03 8.692887545419143713e-02
9.241745165735386180e+00 7.556722389279222664e-03 8.692941038152290911e-02
9.215754928373829813e+00 7.558056777287208185e-03 8.693708516672966902e-02
9.189837782449664871e+00 7.556026288179836306e-03 8.692540645967573865e-02
9.163993522410383008e+00 7.558269400564307690e-03 8.693830801530651187e-02
9.138221943281561011e+00 7.554401586094164171e-03 8.691606057624887138e-02
9.112522840665203461e+00 7.556761459613145666e-03 8.692963510571723174e-02
9.086896010738149343e+00 7.557382367139183280e-03 8.693320635487444825e-02
9.061341250250441348e+00 7.556727133635072688e-03 8.692943767007280109e-02
9.035858356523700508e+00 7.559430403991672376e-03 8.694498492720366400e-02
9.010447127449552340e+00 7.553559562170808657e-03 8.691121654982635059e-02
8.985107361487989053e+00 7.555790297158740919e-03 8.692404901498054781e-02
8.959838857665793910e+00 7.554288004737230722e-03 8.691540717696276397e-02
8.934641415574947843e+00 7.550388532520948236e-03 8.689297170957469008e-02
8.909514835371014740e+00 7.552563044109437441e-03 8.690548339494716390e-02
8.884458917771590691e+00 7.550929865096581671e-03 8.689608659253063305e-02
8.859473464054689273e+00 7.551126448769603962e-03 8.689721772743706774e-02
8.834558276057201454e+00 7.552026880247554412e-03 8.690239858742423995e-02
8.809713156173298643e+00 7.556726896807980029e-03 8.692943630789273790e-02
8.784937907352862396e+00 7.554440680352703802e-03 8.691628547258968551e-02
8.760232333099949642e+00 7.556911216996874819e-03 8.693049647273892733e-02
8.735596237471195735e+00 7.553167263078515090e-03 8.690895962487708848e-02
8.711029425074293897e+00 7.553972263845772431e-03 8.691359078904617452e-02
8.686531701066437350e+00 7.555843843243217027e-03 8.692435701944085935e-02
8.662102871152750794e+00 7.552336695213448213e-03 8.690418111468198314e-02
8.637742741584785833e+00 7.552215906258652467e-03 8.690348615710793978e-02
8.613451119158950675e+00 7.554634821411572616e-03 8.691740229327825362e-02
8.589227811215003783e+00 7.556006574053027863e-03 8.692529306279632439e-02
8.565072625634517323e+00 7.556576290288032072e-03 8.692857004626287909e-02
8.540985370839337065e+00 7.557020553840031359e-03 8.693112534552875637e-02
8.516965855790093798e+00 7.554151093328205675e-03 8.691461956039504833e-02
8.493013889984659670e+00 7.561686615327974960e-03 8.695795889582491611e-02
8.469129283456654278e+00 7.556652913385993216e-03 8.692901076962737672e-02
8.445311846773938314e+00 7.560393724577386260e-03 8.695052457908110377e-02
8.421561391037093003e+00 7.557697088278829065e-03 8.693501646792752002e-02
8.397877727877945730e+00 7.557891343579296699e-03 8.693613370503254500e-02
8.374260669458065465e+00 7.561197670345164330e-03 8.695514746319026045e-02
8.350710028467258184e+00 7.562515599109042447e-03 8.696272534315517555e-02
8.327225618122119144e+00 7.565877409985705473e-03 8.698205222909899392e-02
8.303807252164503439e+00 7.555761983149713798e-03 8.692388614845585060e-02
8.280454744860090699e+00 7.562052827093879159e-03 8.696006455318371076e-02
8.257167910996894733e+00 7.560265388352014650e-03 8.694978659175658930e-02
8.233946565883776714e+00 7.560395505199342565e-03 8.695053481836291509e-02
8.210790525349022317e+00 7.562438221195214375e-03 8.696228045075182767e-02
8.187699605738835373e+00 7.562708701977848696e-03 8.696383559835575705e-02
8.164673623915918554e+00 7.565513617281553402e-03 8.697996100988751589e-02
8.141712397258000777e+00 7.558882640693080461e-03 8.694183481324212204e-02
8.118815743656385919e+00 7.561018380642404828e-03 8.695411652499497601e-02
8.095983481514526403e+00 7.561154590081574367e-03 8.695489974740684691e-02
8.073215429746563032e+00 7.561940281293305990e-03 8.695941743878753127e-02
8.050511407775905681e+00 7.563378745144957831e-03 8.696768793721584845e-02
8.027871235533792671e+00 7.562273454031373694e-03 8.696133309713791060e-02
8.005294733457853695e+00 7.559037392927302895e-03 8.694272478435043083e-02
